"species","gestalt_k","bg_pct","bg_class_id","m","m_r","m_c","A","Sc","St","Jc","Jt","m_dS","s_dS","cv_dS","m_dL","s_dL","cv_dL"
"Chaetodon blackburnii",3,89.9057765151515,4,0.0168181818181818,0.0157575757575758,0.0178787878787879,0.88135593220339,2.87158571534805,2.20978059424882,0.95719523844935,0.736593531416273,0.168957941177889,0.230138677040163,1.36210630548498,0.882676409486791,0.297423920394305,0.336956915578196
"Chaetodon burgessi",2,57.8874113475177,2,0.0281899910098891,0.0304225352112676,0.0259574468085106,1.17201570076195,1.96042130978342,1,0.980210654891708,1,0.212768996198928,NA,NA,1.91867199946546,NA,NA
"Chaetodon capistratus",4,91.4442307692308,1,0.040517094017094,0.0441111111111111,0.0369230769230769,1.19467592592593,3.53040563314683,4.96024513622329,0.882601408286707,0.826707522703881,0.124517850457605,0.0503779111705279,0.404583848704328,0.890487522547368,0.516054601264176,0.579519182692114
"Chaetodon citrinellus",3,85.8928125,3,0.0275,0.0264,0.0286,0.923076923076923,2.46550936274395,1.56300054769606,0.821836454247982,0.521000182565353,0.151260333016363,0.207744721568333,1.3734249913747,0.638063597781976,0.266043177328495,0.41695401250488
"Chaetodon collare",4,44.7072400388727,2,0.220160878787879,0.238409090909091,0.201912666666667,1.18075351509609,3.45121098926158,2.87972892486491,0.862802747315395,0.479954820810818,0.0456124763679895,0.0149282374988197,0.327284082942188,0.678782058210118,0.373536769272889,0.550304423569871
"Chaetodon daedalma",3,44.4324137931034,2,0.233099297188755,0.240481927710843,0.225716666666667,1.06541502345497,2.21349426170035,2.57828201980013,0.737831420566784,0.859427339933378,0.114688404943646,0.0356124713173953,0.310515010954194,1.18959067771382,0.650346770580534,0.546697938008713
"Chaetodon declivis",4,51.841704718417,1,0.0857099090909091,0.0906818181818182,0.080738,1.12316156186453,3.66402843585436,3.99626011095063,0.91600710896359,0.666043351825104,0.205745495144227,0.185647523916011,0.902316348583342,0.98591491765077,0.382098238609618,0.387557011024926
"Chaetodon decussatus",4,62.351173541963,3,0.0857369390922023,0.0938636363636364,0.0776102418207681,1.20942332044788,3.90595371171744,3.27335329341317,0.976488427929361,0.545558882235529,0.056332216542397,0.0252019516460538,0.447380791897051,0.812260581722378,0.242790960413141,0.29890772232023
"Chaetodon dialeucos",3,47.7089657963975,4,0.16039556097561,0.17219512195122,0.148596,1.15881397851368,2.84975867500189,2.12110692900859,0.949919558333963,0.707035643002863,0.0430841750994902,0.0205839641857961,0.477761594327001,0.86195685988073,0.26362230212467,0.305841642888193
"Chaetodon dolosus",4,46.6028780068728,2,0.170148512820513,0.173974358974359,0.166322666666667,1.04600510838987,3.82928438298031,3.20393317717552,0.957321095745079,0.533988862862586,0.0795312058192794,0.0566947212428448,0.712861331081456,0.75305198888815,0.325459581856079,0.432187400947717
"Chaetodon ephippium",5,48.1366580310881,5,0.105324366527078,0.102876712328767,0.107772020725389,0.954577186512118,4.08170859604093,4.79266080932703,0.816341719208187,0.479266080932703,0.12246250630796,0.105846612827476,0.86431852506187,0.734785954633125,0.515614421990122,0.701720574187575
"Chaetodon excelsa",3,56.5680044593088,2,0.0726240858085808,0.085049504950495,0.0601986666666667,1.41281376581699,2.55332764614446,2.01055736380587,0.851109215381486,0.670185787935291,0.103247508957994,0.0791938311155443,0.767028976435296,0.946811893027084,0.518103784964119,0.54720878432111
"Chaetodon falcula",4,49.9104278074866,4,0.0831770864197531,0.109506172839506,0.056848,1.92629772093136,3.48081000514435,3.41966119047845,0.870202501286089,0.569943531746408,0.145393238371494,0.155615093342871,1.07030488546695,0.907935029678371,0.522980248831852,0.57601065245507
"Chaetodon fasciatus",3,46.6587731168245,2,0.144552701219512,0.120243902439024,0.1688615,0.712085954696745,2.92710985688847,2.27260321100448,0.975703285629491,0.757534403668161,0.0734937477484855,0.0216798864363822,0.294989534491782,0.790684580023147,0.343340209278579,0.434231573440484
"Chaetodon flavirostris",3,45.6073741903338,1,0.103175388888889,0.105777777777778,0.100573,1.0517512431545,2.65309952566702,1.86216580799298,0.884366508555674,0.62072193599766,0.112621767029169,0.0701392270050052,0.622785708794992,0.727302091513442,0.328725265182493,0.451978990598596
"Chaetodon flavocoronatus",4,52.881971465629,2,0.082538696969697,0.0835227272727273,0.0815546666666667,1.02413179633367,3.69073465892149,3.14097583232978,0.922683664730374,0.523495972054963,0.11861211662663,0.0300587209949773,0.253420323739748,0.858170497750477,0.219797966045002,0.256123889857736
"Chaetodon fremblii",4,51.5800340570456,1,0.151581396103896,0.132207792207792,0.170955,0.773348496433519,3.46020442892303,2.73286282799393,0.865051107230757,0.455477137998988,0.129722405873472,0.0470949684351425,0.363044210582078,0.626932649787303,0.293854167918375,0.468717282499276
"Chaetodon gardineri",3,54.3532151442308,2,0.0895384615384615,0.094,0.0850769230769231,1.10488245931284,2.75743603369856,2.15298660437622,0.919145344566186,0.717662201458741,0.177206145877531,0.120841763514084,0.681927609878716,0.873461911649587,0.282977519570115,0.323972363071556
"Chaetodon guentheri",4,52.4501740644038,5,0.115235352320675,0.115443037974684,0.115027666666667,1.00361105567081,3.45478051616453,3.30147236811312,0.863695129041133,0.55024539468552,0.112151358892077,0.0334981552037671,0.298687020243798,0.69265053452018,0.33209108773324,0.479449695311778
"Chaetodon guttatissimus",4,72.8742415623815,5,0.12045646383085,0.118414634146341,0.122498293515358,0.966663540757775,3.47729927975658,3.97263382041304,0.869324819939145,0.662105636735506,0.034638215156627,0.0143694725312105,0.414844485093548,0.662678471679708,0.348192868715646,0.525432594532719
"Chaetodon hoefleri",4,57.9942602040816,3,0.135610928242265,0.143548387096774,0.127673469387755,1.1243399884498,3.89943682262801,3.65188539002349,0.974859205657003,0.608647565003915,0.296998477665782,0.167065958629619,0.562514528500787,0.569081551071124,0.268191914131817,0.471271496373458
"Chaetodon humeralis",3,57.3998142250531,3,0.0994476674126356,0.10472972972973,0.0941656050955414,1.11218665906166,2.96856303468267,2.31685143933465,0.98952101156089,0.772283813111549,0.134593430656673,0.0285683657887817,0.212256762082654,1.0835714443825,0.43611711402885,0.402481180442496
"Chaetodon interruptus",3,47.7607794361526,4,0.0704934285714286,0.0763095238095238,0.0646773333333333,1.17984956825973,2.44369757011913,1.74819426154276,0.814565856706375,0.582731420514253,0.0983785074866437,0.193263375783071,1.96448778011101,0.684186969915455,0.259038758124928,0.378608142971412
"Chaetodon kleinii",4,48.5399257195915,2,0.122802095238095,0.128809523809524,0.116794666666667,1.10287162492743,2.83631905804579,3.12947139753802,0.709079764511448,0.521578566256336,0.133357398135885,0.0941347002954088,0.705882850229949,0.578586738676503,0.290040254824135,0.501290879026354
"Chaetodon larvatus",4,57.9592483108108,3,0.0741287001287001,0.0874285714285714,0.0608288288288288,1.437288422478,3.22308197870899,2.15704376808202,0.805770494677247,0.359507294680337,0.245835721042536,0.241309635878037,0.981588984931463,1.00412497351729,0.457691955459583,0.455811744086359
"Chaetodon leucopleura",4,50.6262239250745,5,0.121215218390805,0.127126436781609,0.115304,1.1025327549921,3.82421006046975,3.23920778232524,0.956052515117438,0.539867963720873,0.135700262130527,0.0969444217198232,0.714401138198055,0.817032883384881,0.22414717033191,0.274342899643515
"Chaetodon lineolatus",4,45.1947916666667,3,0.0960666666666667,0.1148,0.0773333333333333,1.48448275862069,3.42120187482536,3.85904910227271,0.855300468706339,0.643174850378784,0.135366644865301,0.10901617720108,0.805340025303562,0.939398521400385,0.396410701894771,0.421983527612788
"Chaetodon litus",2,47.9675925925926,3,0.129394285714286,0.126428571428571,0.13236,0.955187151923326,1.74714758239966,1,0.873573791199829,1,0.060672812927519,NA,NA,0.932602254891666,NA,NA
"Chaetodon lunula",4,47.9464285714286,5,0.147391666666667,0.15,0.144783333333333,1.03603085069644,3.74819543068152,3.70374325490824,0.937048857670379,0.617290542484707,0.0695275850872596,0.0441362571458989,0.634802101791776,0.680308685722304,0.277442148737357,0.407818031079213
"Chaetodon lunulatus",3,48.9864314789688,1,0.112413888211382,0.0959756097560976,0.128852166666667,0.744850569757054,2.72069414705982,1.91624211678807,0.906898049019939,0.638747372262691,0.107400350691642,0.0265267071751261,0.246989018232232,0.702626714987926,0.383356896084746,0.545605351899171
"Chaetodon madagaskariensis",4,47.2746703046839,5,0.130707784552846,0.150243902439024,0.111171666666667,1.35145857702674,2.94208843076599,2.74877633500802,0.735522107691498,0.458129389168004,0.0735037381857495,0.135651994626252,1.84551150695832,0.819247446782779,0.406643104325862,0.496361759713464
"Chaetodon marleyi",3,50.7119741100324,2,0.0879254523809524,0.0972619047619048,0.078589,1.23760201506451,2.98434594456204,2.04986637943693,0.994781981520679,0.683288793145643,0.130198813607076,0.0320514436033166,0.246173084956396,0.906757867900126,0.197154370068308,0.217427801894765
"Chaetodon melannotus",4,48.0391467416784,3,0.1610455,0.146,0.176091,0.829116763491604,3.85869044466948,4.08099339547314,0.96467261116737,0.68016556591219,0.153586314217553,0.113717091541544,0.74041161884037,0.795400703854979,0.357855259516406,0.449905635966914
"Chaetodon melapterus",3,44.0013440860215,4,0.0668815802469136,0.0638271604938272,0.069936,0.912651002256737,2.68840670512313,2.15725443935542,0.896135568374377,0.719084813118474,0.181339332209849,0.203224437073075,1.12068592398862,0.906092134127303,0.609693035350648,0.672881942560808
"Chaetodon mertensii",4,46.2965034965035,5,0.183356607142857,0.200952380952381,0.165760833333333,1.21230315335276,3.83636059801665,3.9272324692675,0.959090149504161,0.654538744877916,0.0821686386404799,0.0737506103974803,0.897551810736067,0.846961754867334,0.352263333152421,0.415914096626002
"Chaetodon mesoleucos",4,47.0913333333333,5,0.1789375,0.23225,0.125625,1.84875621890547,3.361080247197,1.90869822274393,0.840270061799249,0.318116370457322,0.279226277864745,0.181023884659064,0.648305331587561,0.676569695344708,0.303067286690143,0.447946883780734
"Chaetodon meyeri",3,45.7059101654846,4,0.160838308823529,0.157294117647059,0.1643825,0.956878728861398,2.8639816306244,2.71353596868033,0.954660543541466,0.904511989560111,0.152809175077279,0.065525067396899,0.428803227055976,1.1749634428219,0.542807522630945,0.46197822234136
"Chaetodon miliaris",4,49.9130154639175,2,0.12472602739726,0.129452054794521,0.12,1.07876712328767,3.25911524218406,2.89357134727682,0.814778810546014,0.482261891212803,0.0836307791096196,0.0613601949738423,0.733703495616297,0.671504720477418,0.340192556548116,0.506612308408272
"Chaetodon mitratus",2,53.4908234126984,2,0.0331306666666667,0.0333333333333333,0.032928,1.01230968577907,1.97745618292462,1,0.988728091462311,1,0.162885653708273,NA,NA,1.67942516567658,NA,NA
"Chaetodon modestus",3,55.687908496732,4,0.0772316326530612,0.0881632653061224,0.0663,1.32976267430049,2.68018415679782,1.98742445918412,0.893394718932607,0.662474819728039,0.108636535979508,0.0499855819571162,0.460117597697931,0.938847090930739,0.51021782604313,0.543451464004984
"Chaetodon multicinctus",4,48.0995989304813,5,0.206698358024691,0.216049382716049,0.197347333333333,1.09476717555198,3.72971307132483,3.86506780897627,0.932428267831207,0.644177968162712,0.0444866700540131,0.0195626586942394,0.43974203217475,0.820203591857103,0.345459402309083,0.421187380473298
"Chaetodon nigropunctatus",3,45.0166666666667,4,0.112966666666667,0.11,0.115933333333333,0.948821161587119,2.32134925712296,1.5780849528513,0.773783085707653,0.526028317617101,0.0851935010175234,0.026614209075135,0.312397175339241,0.807004979296615,0.295176460109682,0.365767830041096
"Chaetodon nippon",4,52.0846372688478,4,0.130824145348837,0.136162790697674,0.1254855,1.08508784439377,3.79767655901478,3.09753235837127,0.949419139753694,0.516255393061879,0.0654744060202557,0.0296076673191212,0.452202152241924,0.696657257341322,0.256545821152737,0.368252563867349
"Chaetodon ocellatus",3,70.0282846161188,1,0.0311150485436893,0.03,0.0322300970873786,0.930807000632587,2.65332869714072,2.25839723145823,0.884442899046906,0.752799077152745,0.287439352435255,0.278882673925556,0.970231360329737,0.620821902929214,0.202019526808866,0.325406571281846
"Chaetodon ocellicaudus",4,52.9866967871486,5,0.122913223443223,0.12021978021978,0.125606666666667,0.957113053073989,3.91555727841768,4.28735592509529,0.978889319604421,0.714559320849215,0.178168248442032,0.0912087183584045,0.511924650749877,0.973359801389561,0.466182145345794,0.478941234968072
"Chaetodon octofasciatus",3,53.1031265758951,3,0.0896870128205128,0.122307692307692,0.0570663333333333,2.14325479075857,2.72231181197323,2.04760863792234,0.907437270657745,0.68253621264078,0.107274453433537,0.110780292592414,1.03268102559991,0.993820038801595,0.323126820216716,0.325136149001745
"Chaetodon ornatissimus",4,45.7278571428571,3,0.150858333333333,0.135,0.166716666666667,0.809757072878137,3.32160380964266,3.8635298128969,0.830400952410665,0.643921635482817,0.136486229631355,0.127917950913106,0.937222394219609,0.776552327104713,0.385778872889559,0.496784130861975
"Chaetodon oxycephalus",4,61.2954343971631,4,0.0762418869546529,0.0877272727272727,0.0647565011820331,1.35472533453696,3.90687261917211,3.67250714365907,0.976718154793026,0.612084523943179,0.284175309037538,0.291963013983108,1.02740457984174,0.700685194405245,0.279602083492409,0.399040946954417
"Chaetodon paucifasciatus",4,47.1758021390374,4,0.157266740740741,0.178148148148148,0.136385333333333,1.30621192025644,3.49847117610474,3.06194420407097,0.874617794026185,0.510324034011829,0.0868197081911214,0.132177121865981,1.52243222903965,0.840067394332918,0.346824664304418,0.412853381340702
"Chaetodon pelewensis",3,48.4214221014493,4,0.13790887804878,0.135609756097561,0.140208,0.967204125995386,2.9324155380709,2.14090360423665,0.977471846023633,0.713634534745551,0.111548039636719,0.015385468492745,0.137926838901439,0.675691688405002,0.209512589772414,0.310071284533597
"Chaetodon pictus",4,59.7523908885411,5,0.0843397746478873,0.0885915492957746,0.080088,1.10617757086923,3.39518033322637,2.7931104861674,0.848795083306593,0.465518414361233,0.147774402972629,0.212207034317199,1.43602024470033,0.747372904739491,0.353067806341584,0.472411836317041
"Chaetodon plebeius",3,50.0637254901961,3,0.0882288917748918,0.0768831168831169,0.0995746666666667,0.772115232285825,2.80063999411641,2.09880765130364,0.933546664705469,0.699602550434546,0.0933424152048188,0.0267731496677771,0.286827265065185,0.938105299312676,0.22149445264059,0.236108305541897
"Chaetodon punctatofasciatus",4,52.5560832202623,2,0.158160481707317,0.166341463414634,0.1499795,1.10909466570187,3.95386865117974,3.60439751897207,0.988467162794935,0.600732919828679,0.0967635734858869,0.0482092781285254,0.498217215340407,0.746082210586008,0.252233826596217,0.338077792255763
"Chaetodon quadrimaculatus",3,53.1649395509499,2,0.0634071875,0.07,0.056814375,1.23208254953082,2.45862066201772,2.36927806536418,0.819540220672573,0.789759355121393,0.226002738898835,0.0981012485776421,0.43407106062354,0.892983793460638,0.427423311828937,0.478646213916734
"Chaetodon rafflesii",3,51.145628798504,4,0.131055318627451,0.133176470588235,0.128934166666667,1.03290286842693,2.95117126730347,2.10883131671498,0.983723755767823,0.702943772238328,0.0409617282139154,0.00977303829608518,0.238589501034898,0.661100137153391,0.15849263993798,0.239740745812622
"Chaetodon rainfordi",3,45.9943089430894,3,0.0805603826530612,0.0931632653061224,0.0679575,1.37090483472939,2.98469235675733,2.09795034403069,0.994897452252443,0.699316781343564,0.0760930847948893,0.0910132428348593,1.19607771297731,0.746655548433013,0.156466742496847,0.2095567933905
"Chaetodon reticulatus",4,43.0713621571362,2,0.216259928571429,0.207142857142857,0.225377,0.919094926025536,3.87384855626785,4.82668342634613,0.968462139066963,0.804447237724355,0.160553374385677,0.119660946633841,0.745303218270551,1.04222869660567,0.525255639289467,0.503973495452696
"Chaetodon robustus",4,88.1196634497955,4,0.0276342105263158,0.0348684210526316,0.0204,1.70923632610939,3.12959011791129,5.07856750267581,0.782397529477821,0.846427917112635,0.437899094000212,0.250653456666537,0.572400034850073,0.94211730258782,0.532760779672447,0.565493042330348
"Chaetodon sanctaehelenae",3,82.02565352736,3,0.0132509670079636,0.0133333333333333,0.0131686006825939,1.01250950307554,1.81761603548554,2.59467422096317,0.605872011828513,0.864891406987724,0.45462209570243,0.466661837507955,1.0264829666647,0.574532709928408,0.238559805436501,0.415224061770526
"Chaetodon sedentarius",4,73.999796637744,1,0.0556134610749578,0.0580555555555556,0.0531713665943601,1.09185750290107,3.3867024646178,3.15958436953685,0.84667561615445,0.526597394922808,0.0576283783315216,0.032936140363746,0.571526413154864,0.732913643863152,0.354879552513022,0.484203774188824
"Chaetodon selene",4,48.8849154746424,3,0.105561230769231,0.106538461538462,0.104584,1.01868795932898,3.49601189507798,3.02809738193127,0.874002973769495,0.504682896988546,0.124144392646014,0.122163062391971,0.984040114806536,0.758049861923449,0.305591136868196,0.403128016002536
"Chaetodon semeion",4,50.8592032967033,4,0.108919413919414,0.11,0.107838827838828,1.02004076086957,3.15961383326957,3.8115576732534,0.789903458317393,0.6352596122089,0.10661163069202,0.0596898076889201,0.559880824460442,0.598772297796471,0.26807717362534,0.447711383128252
"Chaetodon semilarvatus",3,42.2464269248502,1,0.107596496987952,0.133373493975904,0.0818195,1.63009421929862,2.32811694272009,1.47424436677848,0.776038980906697,0.491414788926161,0.0403693653162564,0.112063281665282,2.7759485636539,0.494244110622086,0.32038042472336,0.648223049780218
"Chaetodon smithi",2,47.7602173913044,1,0.0216826086956522,0.025,0.0183652173913043,1.36126893939394,1.99940469959028,1,0.999702349795139,1,0.398618100590239,NA,NA,1.34196708580483,NA,NA
"Chaetodon speculum",3,46.6086529006883,4,0.043268393258427,0.0433707865168539,0.043166,1.00474416246245,2.44206154612452,2.0920937821445,0.814020515374839,0.697364594048168,0.16023338310652,0.0357986388849954,0.223415609100616,0.98175965051209,0.312700107900332,0.318509838673067
"Chaetodon striatus",2,83.509336317225,2,0.024380825126111,0.0316304347826087,0.0171312154696133,1.84636255604359,1.99971584231704,1,0.999857921158521,1,0.147810416743117,NA,NA,1.95525762080207,NA,NA
"Chaetodon tinkeri",3,51.6814345991561,2,0.0450964117647059,0.0470588235294118,0.043134,1.09099141117012,2.28387973081435,2.07953371382969,0.761293243604783,0.693177904609896,0.161765666937178,0.124733286903233,0.771073919855149,1.20188308312745,0.276294863413687,0.229884975745505
"Chaetodon triangulum",4,68.3945578231292,2,0.124956883116883,0.136233766233766,0.11368,1.19839695842511,3.88524707524714,3.75985228338964,0.971311768811784,0.626642047231607,0.0626213130805226,0.0478929311259328,0.76480240943445,0.598896295999484,0.245858804753799,0.410519828551437
"Chaetodon trichrous",4,45.6294919454771,5,0.185155301587302,0.185119047619048,0.185191555555556,0.999608470611468,3.63950318207865,3.26223080579825,0.909875795519663,0.543705134299708,0.0412132686335684,0.0218689458524931,0.530628765384572,0.538211142277419,0.235929749729608,0.438359095895489
"Chaetodon tricinctus",3,44.1674553101998,4,0.0628199649122807,0.0821052631578947,0.0435346666666667,1.88597431528655,2.75890869373518,2.1338331275887,0.919636231245061,0.711277709196234,0.125616713541465,0.0407589387188513,0.324470666121965,1.18668680089468,0.425690992707324,0.358722278183578
"Chaetodon trifascialis",4,47.6097198641766,1,0.144852590281283,0.161216216216216,0.12848896434635,1.25470865950517,3.66547795953115,3.90262212217805,0.916369489882787,0.650437020363008,0.0874721431960028,0.110054714102027,1.25816871612968,0.996626433777834,0.427262442444253,0.428708719700182
"Chaetodon trifasciatus",4,46.5257777777778,2,0.116625,0.116625,0.116625,1,3.38330985888089,3.31568121826638,0.845827464720224,0.55261353637773,0.128809906793263,0.103026807697533,0.799836055024007,0.731434324913979,0.254046994452088,0.34732714311974
"Chaetodon ulietensis",4,51.7327306444135,4,0.0821224047619048,0.0978571428571429,0.0663876666666667,1.47402594142199,3.96054294701516,2.98318843137193,0.990135736753791,0.497198071895322,0.159894558514534,0.18964765088022,1.18607945537422,0.922677047013396,0.317024318940015,0.343591855857028
"Chaetodon unimaculatus",3,47.5599906629318,4,0.0486221904761905,0.0534523809523809,0.043792,1.22059693442594,2.4610786365693,1.93084984827754,0.820359545523099,0.643616616092513,0.114823227260466,0.198991535061161,1.7330251013566,0.676045023520252,0.230603127177776,0.341106167717937
"Chaetodon vagabundus",4,44.996999076639,1,0.118365307228916,0.125903614457831,0.110827,1.13603737769525,3.79724487974031,3.25924314406032,0.949311219935077,0.54320719067672,0.0512626242918794,0.0451873496367333,0.881487248476497,0.795003243419512,0.226817755627784,0.285304189014605
"Chaetodon wiebeli",4,47.4365740740741,5,0.0862480952380952,0.0829761904761905,0.08952,0.926901144729563,2.64232870462426,1.88856701026253,0.660582176156065,0.314761168377088,0.0857426686636931,0.199050972804176,2.3214926232925,0.63281666229221,0.601388906138059,0.950336711994415
"Chaetodon xanthocephalus",4,49.270351328192,1,0.0938881991341991,0.0949350649350649,0.0928413333333333,1.02255171836249,3.17697389110861,2.57755720323073,0.794243472777152,0.429592867205122,0.104225102268993,0.0939857414198277,0.901757248241995,0.791322812731761,0.215543015329255,0.272383168867797
"Chaetodon xanthurus",4,47.3465935070873,3,0.226566189759036,0.237469879518072,0.2156625,1.10111808737297,3.94220951988566,4.91698202592393,0.985552379971416,0.819497004320655,0.0915834330222115,0.0563318690986226,0.615087983052138,0.831187253057359,0.407982638668438,0.490843233179713
"Chaetodon zanzibarensis",3,47.4941956882255,3,0.135692158730159,0.131071428571429,0.140312888888889,0.934136768256704,2.55343635057515,1.95607582756329,0.851145450191716,0.652025275854428,0.0425427750911025,0.0684136365250588,1.60811410112659,0.493915858497916,0.112928309871187,0.228638760890613
"Chaetodon zanzibariensis",3,46.9568764568765,2,0.0753369047619048,0.0720238095238095,0.07865,0.915750915750916,2.54053045257151,1.9333090092822,0.846843484190503,0.644436336427401,0.071669650152287,0.0836285282731097,1.16686112036841,0.463778057373369,0.0822291302328306,0.17730276136508
"Chelmon marginalis",3,55.123822046899,1,0.0883677602996255,0.0965168539325843,0.0802186666666667,1.203172004013,2.94977814730055,2.26666378899437,0.983259382433518,0.755554596331458,0.155963272764946,0.0800544949916386,0.513290684225956,0.894460416246266,0.302526461032943,0.338222302002519
"Chelmon muelleri",3,46.4346666666667,4,0.108444444444444,0.114777777777778,0.102111111111111,1.1240478781284,2.79104616626479,1.94591502800668,0.930348722088262,0.648638342668895,0.077997046123443,0.0354279747746041,0.454222006286412,0.916303508664111,0.367367443664011,0.400923318737041
"Chelmon rostratus",3,54.3283125955032,2,0.067775166042447,0.0780898876404494,0.0574604444444445,1.35901990309091,2.39610891269422,2.10875802327022,0.798702970898073,0.702919341090072,0.116841730086982,0.0749154464727475,0.641170294354399,1.07606466750213,0.29359598330755,0.272842322747271
"Chelmonops curiosus",3,85.7966394472362,2,0.0351025125628141,0.0492,0.0210050251256281,2.3422966507177,2.68527113407338,2.54702976711881,0.89509037802446,0.849009922372938,0.0458490290634076,0.0187145284313044,0.408177202736896,1.10397687289659,0.441418898347464,0.399844334772413
"Chelmonops truncatus",3,53.2441395082905,4,0.090161547008547,0.100128205128205,0.0801948888888889,1.24856093094579,2.53539558819034,2.35390760672449,0.845131862730113,0.784635868908163,0.0818529977424599,0.0336614834387418,0.411243135464059,1.04866881241325,0.379305392459277,0.361701795618772
"Coradion altivelis",3,48.6515495086924,2,0.10826462745098,0.118137254901961,0.098392,1.20067947497724,2.63122901140666,2.21202313165889,0.877076337135554,0.737341043886295,0.104812504078315,0.0475879261912843,0.454029093281912,1.05714698489616,0.307777690884247,0.291139922150446
"Coradion chrysozonus",3,51.1458192472391,2,0.102950333333333,0.105,0.100900666666667,1.04062741574221,2.43353086009985,1.85992707108558,0.811176953366616,0.619975690361861,0.0887020176696909,0.158559874620439,1.78755657183453,0.918337471726905,0.424409186758024,0.462149481889197
"Coradion melanopus",3,51.4581077597319,2,0.0961874126984127,0.108952380952381,0.0834224444444444,1.30603198788952,2.98973446604101,2.37178053016288,0.996578155347003,0.790593510054293,0.0953900126694592,0.0406445703575495,0.426088321199717,1.13426998688781,0.401149382591369,0.353663049563742
"Forcipiger flavissimus",3,62.8495044340115,1,0.04050375,0.0432,0.0378075,1.14263043047015,1.95810579901303,1.43984918477202,0.652701933004345,0.479949728257342,0.245499566939014,0.143674368600907,0.585232676343571,0.874998349273131,0.348433110970645,0.398210020921858
"Forcipiger longirostris",3,63.4900494694309,2,0.0405765586312422,0.0432911392405063,0.037861978021978,1.14339349136426,2.12067985975167,2.12962633545052,0.70689328658389,0.709875445150174,0.221527881462882,0.0713619864920399,0.32213546223073,0.900197572541158,0.642766024210868,0.714027724376561
"Forcipiger wanai",3,77.5288526816022,4,0.0336091203303295,0.0380821917808219,0.0291360488798371,1.30704722311116,2.2806987424353,2.1606082784419,0.760232914145099,0.720202759480632,0.67110515248362,0.263786592070383,0.393062981403381,0.479566206424513,0.458247997759372,0.95554689137902
