family,tip_label,image_dir,tree_species,fishbase_query,fishbase_resolved,note
acanthuridae,Zebrasoma_flavescens,Zebrasoma_flavescens,Zebrasoma_flavescens,Zebrasoma flavescens,,
acanthuridae,Zebrasoma_rostratum,Zebrasoma_rostratum,Zebrasoma_rostratum,Zebrasoma rostratum,,
acanthuridae,Zebrasoma_scopas,Zebrasoma_scopas,Zebrasoma_scopas,Zebrasoma scopas,,
acanthuridae,Zebrasoma_velifer,Zebrasoma_velifer,Zebrasoma_velifer,Zebrasoma velifer,,
balistoidea,Sufflamen_albicaudatum,Sufflamen_albicaudatum,Sufflamen_albicaudatum,Sufflamen albicaudatum,,
balistoidea,Sufflamen_chrysopterum,Sufflamen_chrysopterum,Sufflamen_chrysopterum,Sufflamen chrysopterum,,
balistoidea,Sufflamen_bursa,Sufflamen_bursa,Sufflamen_bursa,Sufflamen bursa,,
balistoidea,Sufflamen_fraenatum,Sufflamen_fraenatum,Sufflamen_fraenatum,Sufflamen fraenatum,,
balistoidea,Sufflamen_verres,Sufflamen_verres,Sufflamen_verres,Sufflamen verres,,
balistoidea,Abalistes_stellatus,Abalistes_stellatus,Abalistes_stellatus,Abalistes stellatus,,
balistoidea,Abalistes_stellaris,Abalistes_stellaris,Abalistes_stellaris,Abalistes stellaris,,
balistoidea,Rhinecanthus_assasi,Rhinecanthus_assasi,Rhinecanthus_assasi,Rhinecanthus assasi,,
balistoidea,Rhinecanthus_aculeatus,Rhinecanthus_aculeatus,Rhinecanthus_aculeatus,Rhinecanthus aculeatus,,
balistoidea,Rhinecanthus_rectangulus,Rhinecanthus_rectangulus,Rhinecanthus_rectangulus,Rhinecanthus rectangulus,,
balistoidea,Rhinecanthus_lunula,Rhinecanthus_lunula,Rhinecanthus_lunula,Rhinecanthus lunula,,
balistoidea,Rhinecanthus_verrucosus,Rhinecanthus_verrucosus,Rhinecanthus_verrucosus,Rhinecanthus verrucosus,,
balistoidea,Balistes_capriscus,Balistes_capriscus,Balistes_capriscus,Balistes capriscus,,
balistoidea,Balistes_polylepis,Balistes_polylepis,Balistes_polylepis,Balistes polylepis,,
balistoidea,Balistes_vetula,Balistes_vetula,Balistes_vetula,Balistes vetula,,
balistoidea,Pseudobalistes_fuscus,Pseudobalistes_fuscus,Pseudobalistes_fuscus,Pseudobalistes fuscus,,
balistoidea,Pseudobalistes_naufragium,Pseudobalistes_naufragium,Pseudobalistes_naufragium,Pseudobalistes naufragium,,
balistoidea,Balistes_punctatus,Balistes_punctatus,Balistes_punctatus,Balistes punctatus,,
balistoidea,Canthidermis_maculata,Canthidermis_maculata,Canthidermis_maculata,Canthidermis maculata,,
balistoidea,Canthidermis_sufflamen,Canthidermis_sufflamen,Canthidermis_sufflamen,Canthidermis sufflamen,,
balistoidea,Xanthichthys_lineopunctatus,Xanthichthys_lineopunctatus,Xanthichthys_lineopunctatus,Xanthichthys lineopunctatus,,
balistoidea,Xanthichthys_mento,Xanthichthys_mento,Xanthichthys_mento,Xanthichthys mento,,
balistoidea,Xanthichthys_auromarginatus,Xanthichthys_auromarginatus,Xanthichthys_auromarginatus,Xanthichthys auromarginatus,,
balistoidea,Xanthichthys_ringens,Xanthichthys_ringens,Xanthichthys_ringens,Xanthichthys ringens,,
balistoidea,Balistoides_viridescens,Balistoides_viridescens,Balistoides_viridescens,Balistoides viridescens,,
balistoidea,Pseudobalistes_flavimarginatus,Pseudobalistes_flavimarginatus,Pseudobalistes_flavimarginatus,Pseudobalistes flavimarginatus,,
balistoidea,Melichthys_vidua,Melichthys_vidua,Melichthys_vidua,Melichthys vidua,,
balistoidea,Melichthys_indicus,Melichthys_indicus,Melichthys_indicus,Melichthys indicus,,
balistoidea,Melichthys_niger,Melichthys_niger,Melichthys_niger,Melichthys niger,,
balistoidea,Balistoides_conspicillum,Balistoides_conspicillum,Balistoides_conspicillum,Balistoides conspicillum,,
balistoidea,Odonus_niger,Odonus_niger,Odonus_niger,Odonus niger,,
balistoidea,Balistapus_undulatus,Balistapus_undulatus,Balistapus_undulatus,Balistapus undulatus,,
balistoidea,Meuschenia_trachylepis,Meuschenia_trachylepis,Meuschenia_trachylepis,Meuschenia trachylepis,,
balistoidea,Meuschenia_australis,Meuschenia_australis,Meuschenia_australis,Meuschenia australis,,
balistoidea,Meuschenia_freycineti,Meuschenia_freycineti,Meuschenia_freycineti,Meuschenia freycineti,,
balistoidea,Meuschenia_scaber,Meuschenia_scaber,Meuschenia_scaber,Meuschenia scaber,,
balistoidea,Meuschenia_hippocrepis,Meuschenia_hippocrepis,Meuschenia_hippocrepis,Meuschenia hippocrepis,,
balistoidea,Nelusetta_ayraud,Nelusetta_ayraud,Nelusetta_ayraud,Nelusetta ayraud,,
balistoidea,Acanthaluteres_vittiger,Acanthaluteres_vittiger,Acanthaluteres_vittiger,Acanthaluteres vittiger,,
balistoidea,Acanthaluteres_spilomelanurus,Acanthaluteres_spilomelanurus,Acanthaluteres_spilomelanurus,Acanthaluteres spilomelanurus,,
balistoidea,Scobinichthys_granulatus,Scobinichthys_granulatus,Scobinichthys_granulatus,Scobinichthys granulatus,,
balistoidea,Thamnaconus_tessellatus,Thamnaconus_tessellatus,Thamnaconus_tessellatus,Thamnaconus tessellatus,,
balistoidea,Thamnaconus_septentrionalis,Thamnaconus_septentrionalis,Thamnaconus_septentrionalis,Thamnaconus septentrionalis,,
balistoidea,Thamnaconus_arenaceus,Thamnaconus_arenaceus,Thamnaconus_arenaceus,Thamnaconus arenaceus,,
balistoidea,Thamnaconus_fajardoi,Thamnaconus_fajardoi,Thamnaconus_fajardoi,Thamnaconus fajardoi,,
balistoidea,Thamnaconus_modestus,Thamnaconus_modestus,Thamnaconus_modestus,Thamnaconus modestus,,
balistoidea,Eubalichthys_mosaicus,Eubalichthys_mosaicus,Eubalichthys_mosaicus,Eubalichthys mosaicus,,
balistoidea,Eubalichthys_bucephalus,Eubalichthys_bucephalus,Eubalichthys_bucephalus,Eubalichthys bucephalus,,
balistoidea,Cantherhines_pardalis,Cantherhines_pardalis,Cantherhines_pardalis,Cantherhines pardalis,,
balistoidea,Cantherhines_pullus,Cantherhines_pullus,Cantherhines_pullus,Cantherhines pullus,,
balistoidea,Cantherhines_sandwichiensis,Cantherhines_sandwichiensis,Cantherhines_sandwichiensis,Cantherhines sandwichiensis,,
balistoidea,Cantherhines_verecundus,Cantherhines_verecundus,Cantherhines_verecundus,Cantherhines verecundus,,
balistoidea,Cantherhines_dumerilii,Cantherhines_dumerilii,Cantherhines_dumerilii,Cantherhines dumerilii,,
balistoidea,Cantherhines_macrocerus,Cantherhines_macrocerus,Cantherhines_macrocerus,Cantherhines macrocerus,,
balistoidea,Amanses_scopas,Amanses_scopas,Amanses_scopas,Amanses scopas,,
balistoidea,Pseudomonacanthus_macrurus,Pseudomonacanthus_macrurus,Pseudomonacanthus_macrurus,Pseudomonacanthus macrurus,,
balistoidea,Pseudomonacanthus_peroni,Pseudomonacanthus_peroni,Pseudomonacanthus_peroni,Pseudomonacanthus peroni,,
balistoidea,Aluterus_schoepfii,Aluterus_schoepfii,Aluterus_schoepfii,Aluterus schoepfii,,
balistoidea,Aluterus_heudelotii,Aluterus_heudelotii,Aluterus_heudelotii,Aluterus heudelotii,,
balistoidea,Aluterus_scriptus,Aluterus_scriptus,Aluterus_scriptus,Aluterus scriptus,,
balistoidea,Aluterus_monoceros,Aluterus_monoceros,Aluterus_monoceros,Aluterus monoceros,,
balistoidea,Stephanolepis_cirrhifer,Stephanolepis_cirrhifer,Stephanolepis_cirrhifer,Stephanolepis cirrhifer,,
balistoidea,Stephanolepis_auratus,Stephanolepis_auratus,Stephanolepis_auratus,Stephanolepis auratus,,
balistoidea,Stephanolepis_hispidus,Stephanolepis_hispidus,Stephanolepis_hispidus,Stephanolepis hispidus,,
balistoidea,Paramonacanthus_pusillus,Paramonacanthus_pusillus,Paramonacanthus_pusillus,Paramonacanthus pusillus,,
balistoidea,Stephanolepis_setifer,Stephanolepis_setifer,Stephanolepis_setifer,Stephanolepis setifer,,
balistoidea,Pervagor_janthinosoma,Pervagor_janthinosoma,Pervagor_janthinosoma,Pervagor janthinosoma,,
balistoidea,Pervagor_melanocephalus,Pervagor_melanocephalus,Pervagor_melanocephalus,Pervagor melanocephalus,,
balistoidea,Pervagor_nigrolineatus,Pervagor_nigrolineatus,Pervagor_nigrolineatus,Pervagor nigrolineatus,,
balistoidea,Paramonacanthus_sulcatus,Paramonacanthus_sulcatus,Paramonacanthus_sulcatus,Paramonacanthus sulcatus,,
balistoidea,Paramonacanthus_choirocephalus,Paramonacanthus_choirocephalus,Paramonacanthus_choirocephalus,Paramonacanthus choirocephalus,,
balistoidea,Paramonacanthus_oblongus,Paramonacanthus_oblongus,Paramonacanthus_oblongus,Paramonacanthus oblongus,,
balistoidea,Monacanthus_chinensis,Monacanthus_chinensis,Monacanthus_chinensis,Monacanthus chinensis,,
balistoidea,Paramonacanthus_filicauda,Paramonacanthus_filicauda,Paramonacanthus_filicauda,Paramonacanthus filicauda,,
balistoidea,Acreichthys_tomentosus,Acreichthys_tomentosus,Acreichthys_tomentosus,Acreichthys tomentosus,,
balistoidea,Chaetodermis_penicilligerus,Chaetodermis_penicilligerus,Chaetodermis_penicilligerus,Chaetodermis penicilligerus,,
balistoidea,Paraluteres_prionurus,Paraluteres_prionurus,Paraluteres_prionurus,Paraluteres prionurus,,
balistoidea,Rudarius_ercodes,Rudarius_ercodes,Rudarius_ercodes,Rudarius ercodes,,
balistoidea,Brachaluteres_jacksonianus,Brachaluteres_jacksonianus,Brachaluteres_jacksonianus,Brachaluteres jacksonianus,,
balistoidea,Pseudalutarius_nasicornis,Pseudalutarius_nasicornis,Pseudalutarius_nasicornis,Pseudalutarius nasicornis,,
balistoidea,Oxymonacanthus_longirostris,Oxymonacanthus_longirostris,Oxymonacanthus_longirostris,Oxymonacanthus longirostris,,
balistoidea,Monacanthus_tuckeri,Monacanthus_tuckeri,Monacanthus_tuckeri,Monacanthus tuckeri,,
balistoidea,Monacanthus_ciliatus,Monacanthus_ciliatus,Monacanthus_ciliatus,Monacanthus ciliatus,,
cirrhilabrini,Cirrhilabrus_CFcyanopleuraglowF581KC2,Cirrhilabrus_cyanopleura,Cirrhilabrus_cyanopleura,Cirrhilabrus cyanopleura,,CF-prefix tip aliased to named species
cirrhilabrini,Cirrhilabrus_aurantidorsalisF586KC6,Cirrhilabrus_aurantidorsalis,Cirrhilabrus_aurantidorsalis,Cirrhilabrus aurantidorsalis,,
cirrhilabrini,Cirrhilabrus_randalliF264,Cirrhilabrus_randalli,Cirrhilabrus_randalli,Cirrhilabrus randalli,,
cirrhilabrini,Cirrhilabrus_punctatusF18,Cirrhilabrus_punctatus,Cirrhilabrus_punctatus,Cirrhilabrus punctatus,,
cirrhilabrini,Cirrhilabrus_cyanopleuraQF180,Cirrhilabrus_cyanopleura,Cirrhilabrus_cyanopleura,Cirrhilabrus cyanopleura,,
cirrhilabrini,Cirrhilabrus_ryukyuensisF589KC9,Cirrhilabrus_ryukyuensis,Cirrhilabrus_ryukyuensis,Cirrhilabrus ryukyuensis,,
cirrhilabrini,Cirrhilabrus_solorensisF572KC11,Cirrhilabrus_solorensis,Cirrhilabrus_solorensis,Cirrhilabrus solorensis,,
cirrhilabrini,Cirrhilabrus_luteovittatusF630KC22,Cirrhilabrus_luteovittatus,Cirrhilabrus_luteovittatus,Cirrhilabrus luteovittatus,,
cirrhilabrini,Cirrhilabrus_temminckiF608KB11b,Cirrhilabrus_temminckii,Cirrhilabrus_temminckii,Cirrhilabrus temminckii,,CF-prefix tip aliased to named species
cirrhilabrini,Cirrhilabrus_CFsolorensisredheadF620KB20,Cirrhilabrus_solorensis,Cirrhilabrus_solorensis,Cirrhilabrus solorensis,,CF-prefix tip aliased to named species
cirrhilabrini,Cirrhilabrus_beauperryiF617KB18,Cirrhilabrus_beauperryi,Cirrhilabrus_beauperryi,Cirrhilabrus beauperryi,,
cirrhilabrini,Cirrhilabrus_cyanogularisF605KB1,Cirrhilabrus_cyanogularis,Cirrhilabrus_cyanogularis,Cirrhilabrus cyanogularis,,
cirrhilabrini,Cirrhilabrus_rubripinnisF598KC21b,Cirrhilabrus_rubripinnis,Cirrhilabrus_rubripinnis,Cirrhilabrus rubripinnis,,
cirrhilabrini,Cirrhilabrus_greeniF615KB17a,Cirrhilabrus_greeni,Cirrhilabrus_greeni,Cirrhilabrus greeni,,
