family,tip_label,image_dir,tree_species,fishbase_query,fishbase_resolved,note
acanthuridae,Acanthurus_nigroris,Acanthurus_nigroris,Acanthurus_nigroris,Acanthurus nigroris,,
acanthuridae,Acanthurus_nubilus,Acanthurus_nubilus,Acanthurus_nubilus,Acanthurus nubilus,,
acanthuridae,Acanthurus_olivaceus,Acanthurus_olivaceus,Acanthurus_olivaceus,Acanthurus olivaceus,,
acanthuridae,Acanthurus_pyroferus,Acanthurus_pyroferus,Acanthurus_pyroferus,Acanthurus pyroferus,,
acanthuridae,Acanthurus_tennentii,Acanthurus_tennentii,Acanthurus_tennentii,Acanthurus tennentii,,
acanthuridae,Acanthurus_thompsoni,Acanthurus_thompsoni,Acanthurus_thompsoni,Acanthurus thompsoni,,
acanthuridae,Acanthurus_triostegus,Acanthurus_triostegus,Acanthurus_triostegus,Acanthurus triostegus,,
acanthuridae,Acanthurus_xanthopterus,Acanthurus_xanthopterus,Acanthurus_xanthopterus,Acanthurus xanthopterus,,
acanthuridae,Ctenochaetus_binotatus,Ctenochaetus_binotatus,Ctenochaetus_binotatus,Ctenochaetus binotatus,,
acanthuridae,Ctenochaetus_flavicauda,Ctenochaetus_flavicauda,Ctenochaetus_flavicauda,Ctenochaetus flavicauda,,
acanthuridae,Ctenochaetus_striatus,Ctenochaetus_striatus,Ctenochaetus_striatus,Ctenochaetus striatus,,
acanthuridae,Ctenochaetus_strigosus,Ctenochaetus_strigosus,Ctenochaetus_strigosus,Ctenochaetus strigosus,,
acanthuridae,Ctenochaetus_tominiensis,Ctenochaetus_tominiensis,Ctenochaetus_tominiensis,Ctenochaetus tominiensis,,
acanthuridae,Ctenochaetus_truncatus,Ctenochaetus_truncatus,Ctenochaetus_truncatus,Ctenochaetus truncatus,,
acanthuridae,Naso_annulatus,Naso_annulatus,Naso_annulatus,Naso annulatus,,
acanthuridae,Naso_brachycentron,Naso_brachycentron,Naso_brachycentron,Naso brachycentron,,
acanthuridae,Naso_brevirostris,Naso_brevirostris,Naso_brevirostris,Naso brevirostris,,
acanthuridae,Naso_caeruleacauda,Naso_caeruleacauda,Naso_caeruleacauda,Naso caeruleacauda,,
acanthuridae,Naso_caesius,Naso_caesius,Naso_caesius,Naso caesius,,
acanthuridae,Naso_elegans,Naso_elegans,Naso_elegans,Naso elegans,,
acanthuridae,Naso_fageni,Naso_fageni,Naso_fageni,Naso fageni,,
acanthuridae,Naso_hexacanthus,Naso_hexacanthus,Naso_hexacanthus,Naso hexacanthus,,
acanthuridae,Naso_lituratus,Naso_lituratus,Naso_lituratus,Naso lituratus,,
acanthuridae,Naso_lopezi,Naso_lopezi,Naso_lopezi,Naso lopezi,,
acanthuridae,Naso_maculatus,Naso_maculatus,Naso_maculatus,Naso maculatus,,
acanthuridae,Naso_mcdadei,Naso_mcdadei,Naso_mcdadei,Naso mcdadei,,
acanthuridae,Naso_minor,Naso_minor,Naso_minor,Naso minor,,
acanthuridae,Naso_reticulatus,Naso_reticulatus,Naso_reticulatus,Naso reticulatus,,
acanthuridae,Naso_thynnoides,Naso_thynnoides,Naso_thynnoides,Naso thynnoides,,
acanthuridae,Naso_tonganus,Naso_tonganus,Naso_tonganus,Naso tonganus,,
acanthuridae,Naso_tuberosus,Naso_tuberosus,Naso_tuberosus,Naso tuberosus,,
acanthuridae,Naso_unicornis,Naso_unicornis,Naso_unicornis,Naso unicornis,,
acanthuridae,Naso_vlamingii,Naso_vlamingii,Naso_vlamingii,Naso vlamingii,,
acanthuridae,Paracanthurus_hepatus,Paracanthurus_hepatus,Paracanthurus_hepatus,Paracanthurus hepatus,,
acanthuridae,Prionurus_biafranensis,Prionurus_biafraensis,Prionurus_biafraensis,Prionurus biafraensis,,CF-prefix tip aliased to named species
acanthuridae,Prionurus_laticlavius,Prionurus_laticlavius,Prionurus_laticlavius,Prionurus laticlavius,,
acanthuridae,Prionurus_maculatus,Prionurus_maculatus,Prionurus_maculatus,Prionurus maculatus,,
acanthuridae,Prionurus_microlepidotus,Prionurus_microlepidotus,Prionurus_microlepidotus,Prionurus microlepidotus,,
acanthuridae,Prionurus_punctatus,Prionurus_punctatus,Prionurus_punctatus,Prionurus punctatus,,
acanthuridae,Prionurus_scalprum,Prionurus_scalprum,Prionurus_scalprum,Prionurus scalprum,,
acanthuridae,Zebrasoma_desjardinii,Zebrasoma_desjardinii,Zebrasoma_desjardinii,Zebrasoma desjardinii,,
